,Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1019,Near South Side,41.8566999,-87.6247738,MyCityMyDream,41.8651237487793,-87.62516021728516,Music Venue
1020,Near South Side,41.8566999,-87.6247738,Cooking Theater,41.85074,-87.61617,Theater
1021,Near South Side,41.8566999,-87.6247738,The Man-Eaters Of Tsavo,41.866151392787614,-87.61710246034914,History Museum
1022,Near South Side,41.8566999,-87.6247738,Xilin Art Academy,41.849416,-87.63225899999999,Dance Studio
1023,Near South Side,41.8566999,-87.6247738,Hall Of Jades,41.86604908723533,-87.61701826525173,Museum
1024,Near South Side,41.8566999,-87.6247738,Mammals Of Asia,41.86623,-87.618799,History Museum
1025,Near South Side,41.8566999,-87.6247738,Hinge Recording Studios,41.859875518655215,-87.63830986013642,Music Venue
1026,Near South Side,41.8566999,-87.6247738,Traveling the Pacific,41.866045632189106,-87.61743992782313,History Museum
1027,Near South Side,41.8566999,-87.6247738,The Field Museum Mammals of Asia,41.86629867553711,-87.61778259277344,History Museum
1028,Near South Side,41.8566999,-87.6247738,3D Movie Theater,41.866638,-87.618334,Movie Theater
1029,Near South Side,41.8566999,-87.6247738,African Experience The Field Museum,41.86624305106226,-87.61706431164193,History Museum
1030,Near South Side,41.8566999,-87.6247738,Crown Family Play Lab,41.8662233110626,-87.61697229365811,Museum
1031,Near South Side,41.8566999,-87.6247738,Hall of Plants The Field Museum,41.86629283361034,-87.61701809304337,History Museum
1032,Near South Side,41.8566999,-87.6247738,Mammals of Africa at The Field Museum,41.866363525390625,-87.61711883544922,History Museum
1033,Near South Side,41.8566999,-87.6247738,T-Rex 3D Dinosour Show,41.866409,-87.617026,Movie Theater
1034,Near South Side,41.8566999,-87.6247738,Antarctic Dinosaurs,41.866245,-87.616618,Museum
1035,Near South Side,41.8566999,-87.6247738,DNA Discovery Lab (Field Museum),41.866424560546875,-87.61701202392578,History Museum
1036,Near South Side,41.8566999,-87.6247738,Kerasotes ShowPlace ICON Theatre - Chicago,41.86751,-87.63045,Movie Theater
1037,Near South Side,41.8566999,-87.6247738,Thrillist's The Summer of Gatsby Screening Soirée,41.86741963140808,-87.6312232017517,Multiplex
1038,Near South Side,41.8566999,-87.6247738,Hall Of Dinosaurs,41.866409784569065,-87.61573414188297,Science Museum
1039,Near South Side,41.8566999,-87.6247738,Mammoths and Mastodons- Field,41.867107,-87.61707635,History Museum
1040,Near South Side,41.8566999,-87.6247738,Big Beaver Totem Pole,41.86720887267326,-87.61704737940738,Outdoor Sculpture
1041,Near South Side,41.8566999,-87.6247738,Dream Theatre,41.8539507,-87.640572,Theater
1042,Near South Side,41.8566999,-87.6247738,Dream Theatre,41.85771665535063,-87.64110818027889,Theater
1043,Near South Side,41.8566999,-87.6247738,U.S. Pizza Museum,41.86763807502239,-87.63264738585097,Museum
1044,Near South Side,41.8566999,-87.6247738,Tony Tasset Artists Monument 2014,41.8692,-87.62417,Outdoor Sculpture
1045,Near South Side,41.8566999,-87.6247738,Artist Lofts Powered By U-Haul,41.85306454360272,-87.64111812271034,Art Gallery
1046,Armour Square,41.8400333,-87.633107,Co-Prosperity Sphere,41.83569178921402,-87.65112314961621,Art Gallery
1047,Armour Square,41.8400333,-87.633107,Zhou B Art Center,41.830381712445664,-87.65188661955186,Art Gallery
1048,Armour Square,41.8400333,-87.633107,Reggie's Rock Club,41.85386902532445,-87.62688309619895,Rock Club
1049,Armour Square,41.8400333,-87.633107,South Side Community Art Center,41.82460148675287,-87.62288093976144,Art Gallery
1050,Armour Square,41.8400333,-87.633107,Gallery Guichard,41.83050288817817,-87.6166244389035,Art Gallery
1051,Armour Square,41.8400333,-87.633107,Chinese-American Museum,41.8510327171934,-87.6335429433757,History Museum
1052,Armour Square,41.8400333,-87.633107,Intrigue Dance & Performing Arts Center,41.85565706067876,-87.6281169803655,Dance Studio
1053,Armour Square,41.8400333,-87.633107,IIT Disc Golf Course,41.834657983032116,-87.62732661948978,Disc Golf
1054,Armour Square,41.8400333,-87.633107,#OWNCHICAGO,41.842254,-87.623674,Outdoor Sculpture
1055,Armour Square,41.8400333,-87.633107,Xilin Art Academy,41.849416,-87.63225899999999,Dance Studio
1056,Armour Square,41.8400333,-87.633107,icon movie theater,41.85512839730013,-87.63271977360432,Movie Theater
1057,Armour Square,41.8400333,-87.633107,Motor Row Gallery,41.84915975713534,-87.62366080860923,Art Gallery
1058,Armour Square,41.8400333,-87.633107,Dr. Sun Yat-Sen Museum of Chicago,41.85155,-87.631694,History Museum
1059,Armour Square,41.8400333,-87.633107,Nine Dragon Wall,41.853015824849074,-87.63152938235496,Public Art
1060,Armour Square,41.8400333,-87.633107,Studio Rental Chicago,41.8510950388563,-87.62342870577862,Art Gallery
1061,Armour Square,41.8400333,-87.633107,Spectacle Lunatique,41.85201139262103,-87.62461775328367,Theater
1062,Armour Square,41.8400333,-87.633107,Midwest Band And Orchestra Clinic,41.850834260990915,-87.62190658265267,Concert Hall
1063,Armour Square,41.8400333,-87.633107,Bassline Night Club,41.851785,-87.6233298,Music Venue
1064,Armour Square,41.8400333,-87.633107,CROMEgallery,41.837333,-87.651422,Art Gallery
1065,Armour Square,41.8400333,-87.633107,Windy City Playhouse South,41.85201,-87.623344,Theater
1066,Armour Square,41.8400333,-87.633107,Color Cocktail Factory,41.85278,-87.64183,Art Gallery
1067,Armour Square,41.8400333,-87.633107,Artist Lofts Powered By U-Haul,41.85306454360272,-87.64111812271034,Art Gallery
1068,Armour Square,41.8400333,-87.633107,Chicago Urban Art Society (CUAS),41.85283177439667,-87.64198641472929,Art Gallery
1069,Armour Square,41.8400333,-87.633107,Chicago Urban Art Society,41.8529615844322,-87.64188522911509,Art Gallery
1070,Armour Square,41.8400333,-87.633107,ARTRevolution,41.853011600914385,-87.64193267703054,Art Gallery
1071,Armour Square,41.8400333,-87.633107,The Pulse on tour,41.85191855965639,-87.62152790743711,Dance Studio
1072,Armour Square,41.8400333,-87.633107,Zhou Brothers Art Foundation,41.834442984702015,-87.6513330707401,Art Gallery
1073,Armour Square,41.8400333,-87.633107,19 East Gallery,41.85382566124516,-87.62630960847207,Art Gallery
1074,Armour Square,41.8400333,-87.633107,Reggie's Rock Bus,41.85406467278553,-87.62717720222756,Music Venue
1075,Armour Square,41.8400333,-87.633107,Dream Theatre,41.8539507,-87.640572,Theater
1076,Armour Square,41.8400333,-87.633107,Redmoon,41.853418,-87.642412,Theater
1077,Armour Square,41.8400333,-87.633107,FAM Entertainment Theater Company,41.83105629955038,-87.61678218841553,Theater
1078,Armour Square,41.8400333,-87.633107,Redmoon Lunatique,41.853468737882814,-87.64255497734341,Theater
1079,Armour Square,41.8400333,-87.633107,Architectural Anarchy,41.85175599,-87.64639377593994,Art Gallery
1080,Armour Square,41.8400333,-87.633107,Redmoon: Boneshaker,41.8537248202,-87.64241524650974,Theater
1081,Armour Square,41.8400333,-87.633107,Indie-Art Media,41.854941826285554,-87.62570710311968,Dance Studio
1082,Armour Square,41.8400333,-87.633107,Shane Campbell Gallery,41.854774,-87.625043,Art Gallery
1083,Armour Square,41.8400333,-87.633107,South Wabash Studios,41.855022091043175,-87.6257836818695,Music Venue
1084,Armour Square,41.8400333,-87.633107,Goodman Theatre Scene Shop,41.823578,-87.635279,Theater
1085,Armour Square,41.8400333,-87.633107,Cooking Theater,41.85074,-87.61617,Theater
1086,Armour Square,41.8400333,-87.633107,Chicago Dance Academy,41.855942,-87.626069,Dance Studio
1087,Armour Square,41.8400333,-87.633107,URI-EICHEN gallery,41.854088,-87.646259,Art Gallery
1088,Armour Square,41.8400333,-87.633107,VFW 5079 World War Memorial,41.83165477238602,-87.65351862413809,Memorial Site
1089,Armour Square,41.8400333,-87.633107,Dance Infusion,41.8377,-87.65651700000001,Dance Studio
1090,Armour Square,41.8400333,-87.633107,Eighth Regiment Armory,41.83001456803611,-87.61931061750516,History Museum
1091,Douglas,41.8348565,-87.61795359999999,South Side Community Art Center,41.82460148675287,-87.62288093976144,Art Gallery
1092,Douglas,41.8348565,-87.61795359999999,Gallery Guichard,41.83050288817817,-87.6166244389035,Art Gallery
1093,Douglas,41.8348565,-87.61795359999999,Arie Crown Theater,41.85204368445924,-87.61184930124021,Theater
1094,Douglas,41.8348565,-87.61795359999999,FAM Entertainment Theater Company,41.83105629955038,-87.61678218841553,Theater
1095,Douglas,41.8348565,-87.61795359999999,IIT Disc Golf Course,41.834657983032116,-87.62732661948978,Disc Golf
1096,Douglas,41.8348565,-87.61795359999999,#OWNCHICAGO,41.842254,-87.623674,Outdoor Sculpture
1097,Douglas,41.8348565,-87.61795359999999,You Are Beautiful Sign,41.82575563956591,-87.6071667289062,Public Art
1098,Douglas,41.8348565,-87.61795359999999,Motor Row Gallery,41.84915975713534,-87.62366080860923,Art Gallery
1099,Douglas,41.8348565,-87.61795359999999,Cooking Theater,41.85074,-87.61617,Theater
1100,Douglas,41.8348565,-87.61795359999999,Midwest Band And Orchestra Clinic,41.850834260990915,-87.62190658265267,Concert Hall
1101,Douglas,41.8348565,-87.61795359999999,Studio Rental Chicago,41.8510950388563,-87.62342870577862,Art Gallery
1102,Douglas,41.8348565,-87.61795359999999,Eighth Regiment Armory,41.83001456803611,-87.61931061750516,History Museum
1103,Douglas,41.8348565,-87.61795359999999,Goodman Theatre Scene Shop,41.823578,-87.635279,Theater
1104,Douglas,41.8348565,-87.61795359999999,The Pulse on tour,41.85191855965639,-87.62152790743711,Dance Studio
1105,Douglas,41.8348565,-87.61795359999999,Bassline Night Club,41.851785,-87.6233298,Music Venue
1106,Douglas,41.8348565,-87.61795359999999,Windy City Playhouse South,41.85201,-87.623344,Theater
1107,Douglas,41.8348565,-87.61795359999999,Spectacle Lunatique,41.85201139262103,-87.62461775328367,Theater
1108,Oakland,41.8240015,-87.6051021,Little Black Pearl,41.80972516413735,-87.59937278843168,Art Gallery
1109,Oakland,41.8240015,-87.6051021,Chicago Blues District,41.81007053839409,-87.61410509512463,Jazz Club
1110,Oakland,41.8240015,-87.6051021,Room 43,41.81667810188055,-87.60012953048788,Performing Arts Venue
1111,Oakland,41.8240015,-87.6051021,gallery guichard,41.80954705679052,-87.61455723289782,Art Gallery
1112,Oakland,41.8240015,-87.6051021,South Side Community Art Center,41.82460148675287,-87.62288093976144,Art Gallery
1113,Oakland,41.8240015,-87.6051021,Harold Washington Cultural Center,41.80939497931308,-87.61630169981821,Performing Arts Venue
1114,Oakland,41.8240015,-87.6051021,Gallery Guichard,41.83050288817817,-87.6166244389035,Art Gallery
1115,Oakland,41.8240015,-87.6051021,Blanc,41.81358469194898,-87.6160032633152,Art Gallery
1116,Oakland,41.8240015,-87.6051021,You Are Beautiful Sign,41.82575563956591,-87.6071667289062,Public Art
1117,Oakland,41.8240015,-87.6051021,FaiE African Art,41.81848863522444,-87.60529012570103,Art Gallery
1118,Oakland,41.8240015,-87.6051021,Lake Park Studios,41.81842684826896,-87.60522983693947,Music Venue
1119,Oakland,41.8240015,-87.6051021,Little Black Pearl Workshop,41.817851,-87.60506099999999,Museum
1120,Oakland,41.8240015,-87.6051021,The Secret Mermaid,41.821019578561476,-87.59586954103725,Outdoor Sculpture
1121,Oakland,41.8240015,-87.6051021,FAM Entertainment Theater Company,41.83105629955038,-87.61678218841553,Theater
1122,Oakland,41.8240015,-87.6051021,Yctd Dance Studieo,41.809616999999996,-87.613509,Dance Studio
1123,Oakland,41.8240015,-87.6051021,Eighth Regiment Armory,41.83001456803611,-87.61931061750516,History Museum
1124,Fuller Park,41.8180891,-87.63255079999999,Chicago Blues District,41.81007053839409,-87.61410509512463,Jazz Club
1125,Fuller Park,41.8180891,-87.63255079999999,South Side Community Art Center,41.82460148675287,-87.62288093976144,Art Gallery
1126,Fuller Park,41.8180891,-87.63255079999999,gallery guichard,41.80954705679052,-87.61455723289782,Art Gallery
1127,Fuller Park,41.8180891,-87.63255079999999,Harold Washington Cultural Center,41.80939497931308,-87.61630169981821,Performing Arts Venue
1128,Fuller Park,41.8180891,-87.63255079999999,Blanc,41.81358469194898,-87.6160032633152,Art Gallery
1129,Fuller Park,41.8180891,-87.63255079999999,Gallery Guichard,41.83050288817817,-87.6166244389035,Art Gallery
1130,Fuller Park,41.8180891,-87.63255079999999,Goodman Theatre Scene Shop,41.823578,-87.635279,Theater
1131,Fuller Park,41.8180891,-87.63255079999999,TFFMG Studios,41.81957694189601,-87.64350417203075,Music Venue
1132,Fuller Park,41.8180891,-87.63255079999999,SocaNwet Dance FItness,41.807533006015305,-87.62775778770445,Dance Studio
1133,Fuller Park,41.8180891,-87.63255079999999,Chicago Fire Department Memorial,41.81872,-87.64894723892212,Memorial Site
1134,Fuller Park,41.8180891,-87.63255079999999,Yctd Dance Studieo,41.809616999999996,-87.613509,Dance Studio
1135,Fuller Park,41.8180891,-87.63255079999999,IIT Disc Golf Course,41.834657983032116,-87.62732661948978,Disc Golf
1136,Fuller Park,41.8180891,-87.63255079999999,FAM Entertainment Theater Company,41.83105629955038,-87.61678218841553,Theater
1137,Fuller Park,41.8180891,-87.63255079999999,Eighth Regiment Armory,41.83001456803611,-87.61931061750516,History Museum
1138,Grand Boulevard,41.813922600000005,-87.6172724,Chicago Blues District,41.81007053839409,-87.61410509512463,Jazz Club
1139,Grand Boulevard,41.813922600000005,-87.6172724,gallery guichard,41.80954705679052,-87.61455723289782,Art Gallery
1140,Grand Boulevard,41.813922600000005,-87.6172724,Harold Washington Cultural Center,41.80939497931308,-87.61630169981821,Performing Arts Venue
1141,Grand Boulevard,41.813922600000005,-87.6172724,Little Black Pearl,41.80972516413735,-87.59937278843168,Art Gallery
1142,Grand Boulevard,41.813922600000005,-87.6172724,Blanc,41.81358469194898,-87.6160032633152,Art Gallery
1143,Grand Boulevard,41.813922600000005,-87.6172724,South Side Community Art Center,41.82460148675287,-87.62288093976144,Art Gallery
1144,Grand Boulevard,41.813922600000005,-87.6172724,Room 43,41.81667810188055,-87.60012953048788,Performing Arts Venue
1145,Grand Boulevard,41.813922600000005,-87.6172724,Gallery Guichard,41.83050288817817,-87.6166244389035,Art Gallery
1146,Grand Boulevard,41.813922600000005,-87.6172724,Yctd Dance Studieo,41.809616999999996,-87.613509,Dance Studio
1147,Grand Boulevard,41.813922600000005,-87.6172724,Kerasotas Theaters,41.805880665779114,-87.61440575122833,Multiplex
1148,Grand Boulevard,41.813922600000005,-87.6172724,Little Black Pearl Workshop,41.817851,-87.60506099999999,Museum
1149,Grand Boulevard,41.813922600000005,-87.6172724,FaiE African Art,41.81848863522444,-87.60529012570103,Art Gallery
1150,Grand Boulevard,41.813922600000005,-87.6172724,Lake Park Studios,41.81842684826896,-87.60522983693947,Music Venue
1151,Grand Boulevard,41.813922600000005,-87.6172724,SocaNwet Dance FItness,41.807533006015305,-87.62775778770445,Dance Studio
1152,Grand Boulevard,41.813922600000005,-87.6172724,You Are Beautiful Sign,41.82575563956591,-87.6071667289062,Public Art
1153,Grand Boulevard,41.813922600000005,-87.6172724,Goodman Theatre Scene Shop,41.823578,-87.635279,Theater
1154,Grand Boulevard,41.813922600000005,-87.6172724,FAM Entertainment Theater Company,41.83105629955038,-87.61678218841553,Theater
1155,Grand Boulevard,41.813922600000005,-87.6172724,The Secret Mermaid,41.821019578561476,-87.59586954103725,Outdoor Sculpture
1156,Grand Boulevard,41.813922600000005,-87.6172724,Eighth Regiment Armory,41.83001456803611,-87.61931061750516,History Museum
1157,Kenwood,41.809144399999994,-87.59799079999999,Little Black Pearl,41.80972516413735,-87.59937278843168,Art Gallery
1158,Kenwood,41.809144399999994,-87.59799079999999,Hyde Park Art Center,41.8032477480412,-87.58648863411999,Art Gallery
1159,Kenwood,41.809144399999994,-87.59799079999999,Chicago Blues District,41.81007053839409,-87.61410509512463,Jazz Club
1160,Kenwood,41.809144399999994,-87.59799079999999,gallery guichard,41.80954705679052,-87.61455723289782,Art Gallery
1161,Kenwood,41.809144399999994,-87.59799079999999,Court Theatre at University of Chicago,41.79390494771234,-87.60083339690823,Theater
1162,Kenwood,41.809144399999994,-87.59799079999999,Smart Museum of Art,41.7937220209854,-87.6001632509838,Art Museum
1163,Kenwood,41.809144399999994,-87.59799079999999,Room 43,41.81667810188055,-87.60012953048788,Performing Arts Venue
1164,Kenwood,41.809144399999994,-87.59799079999999,Harold Washington Cultural Center,41.80939497931308,-87.61630169981821,Performing Arts Venue
1165,Kenwood,41.809144399999994,-87.59799079999999,Blanc,41.81358469194898,-87.6160032633152,Art Gallery
1166,Kenwood,41.809144399999994,-87.59799079999999,Harper Theater,41.79985519948878,-87.58916471962081,Movie Theater
1167,Kenwood,41.809144399999994,-87.59799079999999,Little Black Pearl Workshop,41.817851,-87.60506099999999,Museum
1168,Kenwood,41.809144399999994,-87.59799079999999,Lake Park Studios,41.81842684826896,-87.60522983693947,Music Venue
1169,Kenwood,41.809144399999994,-87.59799079999999,FaiE African Art,41.81848863522444,-87.60529012570103,Art Gallery
1170,Kenwood,41.809144399999994,-87.59799079999999,Yctd Dance Studieo,41.809616999999996,-87.613509,Dance Studio
1171,Kenwood,41.809144399999994,-87.59799079999999,The Rock Bottom Cafe,41.79758395852562,-87.59634342673455,Theater
1172,Kenwood,41.809144399999994,-87.59799079999999,The Secret Mermaid,41.821019578561476,-87.59586954103725,Outdoor Sculpture
1173,Kenwood,41.809144399999994,-87.59799079999999,Kerasotas Theaters,41.805880665779114,-87.61440575122833,Multiplex
1174,Kenwood,41.809144399999994,-87.59799079999999,Jack Honey Neighborhood Flavor Chicago,41.798966,-87.587599,Music Venue
1175,Kenwood,41.809144399999994,-87.59799079999999,The Revival,41.795288,-87.597008,Comedy Club
1176,Kenwood,41.809144399999994,-87.59799079999999,You Are Beautiful Sign,41.82575563956591,-87.6071667289062,Public Art
1177,Washington Park,41.7925338,-87.6181052,DuSable Museum Of African American History,41.7920867992942,-87.60719909220741,History Museum
1178,Washington Park,41.7925338,-87.6181052,The Washington Park Arts Incubator,41.794147551729054,-87.61904441376531,Art Gallery
1179,Washington Park,41.7925338,-87.6181052,Court Theatre at University of Chicago,41.79390494771234,-87.60083339690823,Theater
1180,Washington Park,41.7925338,-87.6181052,The Oriental Institute,41.78938502680834,-87.59793474102628,History Museum
1181,Washington Park,41.7925338,-87.6181052,Smart Museum of Art,41.7937220209854,-87.6001632509838,Art Museum
1182,Washington Park,41.7925338,-87.6181052,Frank Lloyd Wright Robie House,41.789824913564004,-87.59585635392484,History Museum
1183,Washington Park,41.7925338,-87.6181052,Chicago Blues District,41.81007053839409,-87.61410509512463,Jazz Club
1184,Washington Park,41.7925338,-87.6181052,gallery guichard,41.80954705679052,-87.61455723289782,Art Gallery
1185,Washington Park,41.7925338,-87.6181052,Harold Washington Cultural Center,41.80939497931308,-87.61630169981821,Performing Arts Venue
1186,Washington Park,41.7925338,-87.6181052,Doc Films (Max Palevsky Cinema),41.78827980416347,-87.5956205533204,Indie Movie Theater
1187,Washington Park,41.7925338,-87.6181052,Green Line Performing Arts Center,41.794236,-87.618054,Theater
1188,Washington Park,41.7925338,-87.6181052,Lens Cap Productions,41.784914,-87.620997,Movie Theater
1189,Washington Park,41.7925338,-87.6181052,The Renaissance Society,41.78897,-87.600943,Art Museum
1190,Washington Park,41.7925338,-87.6181052,Kerasotas Theaters,41.805880665779114,-87.61440575122833,Multiplex
1191,Washington Park,41.7925338,-87.6181052,Logan Center Performance Penthouse,41.78597585007239,-87.60134394699051,Performing Arts Venue
1192,Washington Park,41.7925338,-87.6181052,FXK Theater,41.79107411927236,-87.59838840449251,Theater
1193,Washington Park,41.7925338,-87.6181052,Dialogo by Virginio Ferraaroi,41.789085,-87.598335,Outdoor Sculpture
1194,Washington Park,41.7925338,-87.6181052,The Revival,41.795288,-87.597008,Comedy Club
1195,Washington Park,41.7925338,-87.6181052,SocaNwet Dance FItness,41.807533006015305,-87.62775778770445,Dance Studio
1196,Washington Park,41.7925338,-87.6181052,The Rock Bottom Cafe,41.79758395852562,-87.59634342673455,Theater
1197,Washington Park,41.7925338,-87.6181052,Yctd Dance Studieo,41.809616999999996,-87.613509,Dance Studio
1198,Washington Park,41.7925338,-87.6181052,Megasharex.com,41.777056621102695,-87.63019323348999,Movie Theater
1199,Hyde Park,41.794225299999994,-87.5925622,Frank Lloyd Wright Robie House,41.789824913564004,-87.59585635392484,History Museum
1200,Hyde Park,41.794225299999994,-87.5925622,The Oriental Institute,41.78938502680834,-87.59793474102628,History Museum
1201,Hyde Park,41.794225299999994,-87.5925622,Court Theatre at University of Chicago,41.79390494771234,-87.60083339690823,Theater
1202,Hyde Park,41.794225299999994,-87.5925622,Museum of Science and Industry,41.790947,-87.58293,Science Museum
1203,Hyde Park,41.794225299999994,-87.5925622,Smart Museum of Art,41.7937220209854,-87.6001632509838,Art Museum
1204,Hyde Park,41.794225299999994,-87.5925622,U-505 Exhibit,41.791164,-87.58162,Exhibit
1205,Hyde Park,41.794225299999994,-87.5925622,Hyde Park Art Center,41.8032477480412,-87.58648863411999,Art Gallery
1206,Hyde Park,41.794225299999994,-87.5925622,DuSable Museum Of African American History,41.7920867992942,-87.60719909220741,History Museum
1207,Hyde Park,41.794225299999994,-87.5925622,Science Storms Exhibit,41.790527,-87.58348,Science Museum
1208,Hyde Park,41.794225299999994,-87.5925622,Coal Mine Exhibit,41.79040913583826,-87.58294025753246,Science Museum
1209,Hyde Park,41.794225299999994,-87.5925622,Tornado Vortex,41.79058458682325,-87.58321457777517,Science Museum
1210,Hyde Park,41.794225299999994,-87.5925622,MSI Entry Hall,41.79163927144772,-87.58307709287453,Museum
1211,Hyde Park,41.794225299999994,-87.5925622,OMNIMAX,41.79045394550656,-87.58137283792354,Movie Theater
1212,Hyde Park,41.794225299999994,-87.5925622,MSI Gift Shop,41.79162601157796,-87.58309561939771,Science Museum
1213,Hyde Park,41.794225299999994,-87.5925622,Brick By Brick,41.790374112098945,-87.58240792484328,Science Museum
1214,Hyde Park,41.794225299999994,-87.5925622,Little Black Pearl,41.80972516413735,-87.59937278843168,Art Gallery
1215,Hyde Park,41.794225299999994,-87.5925622,Farm Tech,41.790850625495324,-87.5828331997944,Science Museum
1216,Hyde Park,41.794225299999994,-87.5925622,You! the experience,41.79086300229457,-87.58281657495225,Science Museum
1217,Hyde Park,41.794225299999994,-87.5925622,Statue of The Republic,41.77958887264504,-87.57990717887878,Outdoor Sculpture
1218,Hyde Park,41.794225299999994,-87.5925622,Doc Films (Max Palevsky Cinema),41.78827980416347,-87.5956205533204,Indie Movie Theater
1219,Hyde Park,41.794225299999994,-87.5925622,Henry Crown Space Center,41.79117,-87.581604,Science Museum
1220,Hyde Park,41.794225299999994,-87.5925622,MSI Flight School,41.7906356135187,-87.58256173977617,Science Museum
1221,Hyde Park,41.794225299999994,-87.5925622,Harper Theater,41.79985519948878,-87.58916471962081,Movie Theater
1222,Hyde Park,41.794225299999994,-87.5925622,The Revival,41.795288,-87.597008,Comedy Club
1223,Hyde Park,41.794225299999994,-87.5925622,Toymaker 3000,41.7903,-87.583626,Science Museum
1224,Hyde Park,41.794225299999994,-87.5925622,The Rock Bottom Cafe,41.79758395852562,-87.59634342673455,Theater
1225,Hyde Park,41.794225299999994,-87.5925622,FXK Theater,41.79107411927236,-87.59838840449251,Theater
1226,Hyde Park,41.794225299999994,-87.5925622,Jack Honey Neighborhood Flavor Chicago,41.798966,-87.587599,Music Venue
1227,Hyde Park,41.794225299999994,-87.5925622,International House at the University of Chicago,41.78824,-87.590804,Concert Hall
1228,Hyde Park,41.794225299999994,-87.5925622,Dialogo by Virginio Ferraaroi,41.789085,-87.598335,Outdoor Sculpture
1229,Hyde Park,41.794225299999994,-87.5925622,The Art Of The Bicycle,41.79091635604401,-87.5839462072729,Science Museum
1230,Hyde Park,41.794225299999994,-87.5925622,Whispering Gallery,41.790904,-87.583886,Science Museum
1231,Hyde Park,41.794225299999994,-87.5925622,Earth Revealed,41.790848803966156,-87.58370498298262,Science Museum
1232,Hyde Park,41.794225299999994,-87.5925622,Burlington Zephyr,41.79170001709954,-87.58293788130611,Science Museum
1233,Hyde Park,41.794225299999994,-87.5925622,MSI Idea Factory,41.790882,-87.58334,Science Museum
1234,Hyde Park,41.794225299999994,-87.5925622,The Science Behind Pixar,41.790826962779384,-87.58336070530684,Exhibit
1235,Hyde Park,41.794225299999994,-87.5925622,MSI-Charlie Brown & Peanuts,41.79038455624838,-87.58349350859442,Museum
1236,Hyde Park,41.794225299999994,-87.5925622,MSI-Tesla Coil,41.79041710133624,-87.58344445932387,Science Museum
1237,Hyde Park,41.794225299999994,-87.5925622,Networld,41.790887629099274,-87.58308261845363,Science Museum
1238,Hyde Park,41.794225299999994,-87.5925622,Future Energy,41.79067,-87.582897,Museum
1239,Hyde Park,41.794225299999994,-87.5925622,Fast Forward,41.7909675185185,-87.5826872539682,Science Museum
1240,Hyde Park,41.794225299999994,-87.5925622,Ten Thousand Ripples,41.793117,-87.581768,Public Art
1241,Hyde Park,41.794225299999994,-87.5925622,Circus Exhibit,41.790897,-87.58259,Science Museum
1242,Hyde Park,41.794225299999994,-87.5925622,The Renaissance Society,41.78897,-87.600943,Art Museum
1243,Hyde Park,41.794225299999994,-87.5925622,Hall Of Mirrors,41.790028,-87.583148,Museum
1244,Hyde Park,41.794225299999994,-87.5925622,Robot Revolution,41.7906999433186,-87.58267252868264,Science Museum
1245,Hyde Park,41.794225299999994,-87.5925622,Chick Hatchery,41.79082057766313,-87.58254708872616,Science Museum
1246,Hyde Park,41.794225299999994,-87.5925622,Fairy Castle Exhibit,41.79026884556059,-87.58285586338643,Science Museum
1247,Hyde Park,41.794225299999994,-87.5925622,S&I International Space Station,41.79048156738281,-87.58092498779297,Planetarium
1248,Hyde Park,41.794225299999994,-87.5925622,Logan Center Performance Penthouse,41.78597585007239,-87.60134394699051,Performing Arts Venue
1249,Woodlawn,41.779478600000004,-87.59949300000001,The Oriental Institute,41.78938502680834,-87.59793474102628,History Museum
1250,Woodlawn,41.779478600000004,-87.59949300000001,Frank Lloyd Wright Robie House,41.789824913564004,-87.59585635392484,History Museum
1251,Woodlawn,41.779478600000004,-87.59949300000001,Stony Island Arts Bank,41.77180723587629,-87.58654982993876,Public Art
1252,Woodlawn,41.779478600000004,-87.59949300000001,DuSable Museum Of African American History,41.7920867992942,-87.60719909220741,History Museum
1253,Woodlawn,41.779478600000004,-87.59949300000001,Court Theatre at University of Chicago,41.79390494771234,-87.60083339690823,Theater
1254,Woodlawn,41.779478600000004,-87.59949300000001,Museum of Science and Industry,41.790947,-87.58293,Science Museum
1255,Woodlawn,41.779478600000004,-87.59949300000001,Smart Museum of Art,41.7937220209854,-87.6001632509838,Art Museum
1256,Woodlawn,41.779478600000004,-87.59949300000001,Statue of The Republic,41.77958887264504,-87.57990717887878,Outdoor Sculpture
1257,Woodlawn,41.779478600000004,-87.59949300000001,U-505 Exhibit,41.791164,-87.58162,Exhibit
1258,Woodlawn,41.779478600000004,-87.59949300000001,Science Storms Exhibit,41.790527,-87.58348,Science Museum
1259,Woodlawn,41.779478600000004,-87.59949300000001,Coal Mine Exhibit,41.79040913583826,-87.58294025753246,Science Museum
1260,Woodlawn,41.779478600000004,-87.59949300000001,Tornado Vortex,41.79058458682325,-87.58321457777517,Science Museum
1261,Woodlawn,41.779478600000004,-87.59949300000001,OMNIMAX,41.79045394550656,-87.58137283792354,Movie Theater
1262,Woodlawn,41.779478600000004,-87.59949300000001,MSI Entry Hall,41.79163927144772,-87.58307709287453,Museum
1263,Woodlawn,41.779478600000004,-87.59949300000001,Brick By Brick,41.790374112098945,-87.58240792484328,Science Museum
1264,Woodlawn,41.779478600000004,-87.59949300000001,MSI Gift Shop,41.79162601157796,-87.58309561939771,Science Museum
